책은 도끼다	4.5
다시, 책은 도끼다	4.5
종이 여자	4.0
칼의 노래	4.5
국가란 무엇인가	4.5
여덟 단어	5.0
지상의 노래	4.5
언어의 온도	5.0
그해, 여름 손님	4.5
1984	4.5
시크릿	4.0
종의 기원	4.0
기사단장 죽이기	4.5
고도를 기다리며	4.5
말의 품격	5.0
안네의 일기	4.0
나무	4.0
리버 보이	5.0
비행운	5.0
신	5.0
총 균 쇠	4.5
운수좋은 날	4.5
카라마조프 가의 형제들	5.0
백설공주에게 죽음을	4.5
바리데기	5.0
토지	4.5
아웃라이어	3.0
바깥은 여름	5.0
당신, 거기 있어 줄래요?	4.5
도가니	5.0
제3인류	4.5
모랫말 아이들	4.0
무진기행	5.0
칼의 노래	4.5
그리스인 조르바	4.5
보통의 존재 	5.0
28	4.5
사랑의 기술	3.0
해리 포터와 아즈카반의 죄수	5.0
냉정과 열정사이 Blu	4.5
죽은 시인의 사회	4.0
나의 라임 오렌지나무	5.0
1Q84	5.0
여자 없는 남자들	5.0
베니스의 상인	5.0
어린 왕자	5.0
완득이	4.5
개미	5.0
개밥바라기별	5.0
돈키호테	4.5
무진기행 「김승옥」	5.0
오베라는 남자	4.5
어린 왕자	4.5
나미야 잡화점의 기적	4.5
위대한 개츠비	4.5
흰	4.0
우리에겐 언어가 필요하다	3.0
우아한 거짓말	3.0
살인자의 기억법	4.0
나의 문화유산답사기 	4.5
지적 대화를 위한 넓고 얕은 지식 : 현실 너머 편	4.5